AQI index,Station name,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Status,Latitude,Longitude
19.0,Hà Nội,PM2.5,5.0,27.0,84.0,18.0,2.0,1010.0,13.0,19.0,2.0,30.0,4.6,2021-08-16 20:00:00,Good,21.0072,105.83572
70.0,Cao Bằng,PM10,5.0,24.9,94.8,1.0,1.0,981.8,70.0,46.0,1.0,25.8,3.0,2021-08-17 07:00:00,Moderate,22.6782,106.245
68.0,Hồ Chí Minh,PM2.5,5.0,24.0,100.0,10.0,6.5,1010.0,42.0,68.0,5.0,24.0,1.5,2021-08-18 06:00:00,Moderate,10.782978,106.700711
52.0,Hà Nội,aqi,6.0,28.0,89.0,18.0,2.0,1008.0,49.0,52.0,2.0,30.0,4.1,2021-08-17 22:00:00,Moderate,21.0811211,105.8180306
80.0,Hà Nội,PM2.5,0.1,25.0,94.0,7.8,4.1,1008.0,49.0,80.0,5.6,26.0,3.0,2021-08-18 07:00:00,Moderate,21.0215063,105.8188748
32.0,Gia Lai,PM2.5,4.0,20.2,98.8,5.0,2.0,924.1,24.0,32.0,16.0,20.4,1.0,2021-08-18 07:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,7.0,23.0,76.0,10.0,6.5,1009.0,41.5,31.0,5.0,27.5,1.2,2021-08-18 07:00:00,Moderate,16.46226,107.596351
376.0,Lào Cai,CO,38.0,25.3,98.2,1.0,2.0,995.4,1.0,27.0,54.0,25.6,1.0,2021-08-18 07:00:00,Hazardous,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,24.6,89.9,11.0,3.0,994.3,19.0,31.0,5.0,26.4,1.0,2021-08-18 07:00:00,Moderate,20.9416,107.1158
16.0,Quảng Ninh,PM10,1.0,24.6,89.9,6.0,4.0,994.3,16.0,12.0,1.0,26.4,1.0,2021-08-18 06:00:00,Good,21.0357507,106.7641068
27.0,Bắc Ninh,PM10,2.0,24.5,100.0,4.0,2.0,1008.0,27.0,25.0,9.0,24.5,2.3,2021-08-18 07:00:00,Good,21.1232473,106.2883295
91.0,Bắc Ninh,PM2.5,7.0,24.5,100.0,5.0,9.0,1008.0,28.0,31.0,4.0,24.5,2.3,2021-08-18 07:00:00,Moderate,21.0272212,106.0342099
11.0,Hà Nội,PM2.5,3.0,27.0,79.0,10.0,2.0,1007.0,8.0,11.0,2.0,31.0,4.1,2021-08-17 20:00:00,Good,20.98832,105.854897
10.0,Hà Nội,PM2.5,5.0,27.0,79.0,18.0,2.0,1007.0,9.0,10.0,2.0,31.0,4.1,2021-08-17 20:00:00,Good,21.01994,105.77056
27.0,Hà Nội,PM2.5,2.0,24.5,100.0,7.0,2.0,1008.0,19.0,27.0,2.0,24.5,2.3,2021-08-18 06:00:00,Good,21.01525,105.80013
26.0,Đà Nẵng,PM2.5,1.0,23.0,74.0,11.0,7.0,1009.0,16.0,26.0,32.0,28.0,1.5,2021-08-18 07:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,21.0,75.5,1.0,17.0,1010.5,42.0,54.0,6.0,25.5,1.5,2021-08-18 06:00:00,Unhealthy for sensitive groups,12.284358,109.192524
39.0,Hà Nội,PM10,5.0,27.0,79.0,11.0,2.0,1007.0,39.0,38.0,2.0,31.0,4.1,2021-08-17 20:00:00,Good,21.02022,105.81232
10.0,Hà Nội,PM2.5,5.0,27.0,79.0,10.0,2.0,1007.0,8.0,10.0,2.0,31.0,4.1,2021-08-17 20:00:00,Good,21.00577,105.74842
37.0,Hà Nội,PM2.5,23.0,27.0,79.0,12.0,2.0,1007.0,33.0,37.0,2.0,31.0,4.1,2021-08-17 20:00:00,Good,21.05121,105.78232
11.0,Hà Nội,PM2.5,5.0,27.0,79.0,18.0,2.0,1007.0,9.0,11.0,2.0,31.0,4.1,2021-08-17 20:00:00,Good,21.0072,105.83572
70.0,Cao Bằng,PM10,5.0,24.5,95.3,1.0,1.0,979.4,70.0,41.0,1.0,25.3,2.0,2021-08-18 07:00:00,Moderate,22.6782,106.245
76.0,Hồ Chí Minh,PM2.5,5.0,24.0,83.0,10.0,6.5,1010.0,42.0,76.0,5.0,27.0,0.5,2021-08-19 13:00:00,Moderate,10.782978,106.700711
55.0,Hà Nội,PM2.5,0.1,25.0,83.0,6.4,9.0,1007.0,49.0,55.0,5.1,28.0,2.5,2021-08-19 13:00:00,Moderate,21.0215063,105.8188748
14.0,Gia Lai,PM2.5,2.0,20.6,100.0,3.0,10.0,923.2,12.0,14.0,15.0,20.6,1.0,2021-08-19 13:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,1.0,22.0,58.0,10.0,6.5,1009.0,41.5,31.0,5.0,31.0,1.5,2021-08-19 13:00:00,Moderate,16.46226,107.596351
386.0,Lào Cai,CO,39.0,24.3,87.2,1.0,2.0,995.1,1.0,27.0,53.0,26.6,1.0,2021-08-19 13:00:00,Hazardous,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,24.9,87.8,7.0,12.0,994.2,19.0,31.0,5.0,27.1,1.0,2021-08-19 13:00:00,Moderate,20.9416,107.1158
13.0,Quảng Ninh,PM10,1.0,24.9,87.8,4.0,18.0,994.2,13.0,12.0,12.0,27.1,1.0,2021-08-19 12:00:00,Good,21.0357507,106.7641068
29.0,Bắc Ninh,PM2.5,1.0,25.0,83.0,3.0,33.0,1007.0,27.0,29.0,13.0,28.0,2.5,2021-08-19 13:00:00,Good,21.1232473,106.2883295
91.0,Bắc Ninh,PM2.5,6.0,25.0,83.0,2.0,9.0,1007.0,28.0,31.0,4.0,28.0,2.5,2021-08-19 13:00:00,Moderate,21.0272212,106.0342099
19.0,Hà Nội,PM2.5,2.0,25.0,83.0,6.0,2.0,1007.0,13.0,19.0,2.0,28.0,2.5,2021-08-19 11:00:00,Good,20.98832,105.854897
10.0,Hà Nội,PM2.5,4.0,25.0,83.0,24.0,2.0,1007.0,9.0,10.0,2.0,28.0,2.5,2021-08-19 11:00:00,Good,21.01994,105.77056
29.0,Hà Nội,PM10,2.0,25.0,83.0,9.0,2.0,1007.0,29.0,20.0,2.0,28.0,2.5,2021-08-19 11:00:00,Good,21.01525,105.80013
30.0,Đà Nẵng,PM2.5,1.0,23.0,62.0,11.0,36.0,1008.0,19.0,30.0,34.0,31.0,2.0,2021-08-19 13:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,23.0,66.0,1.0,17.0,1010.0,42.0,54.0,5.0,30.0,1.5,2021-08-19 13:00:00,Unhealthy for sensitive groups,12.284358,109.192524
40.0,Hà Nội,PM2.5,4.0,25.0,83.0,12.0,2.0,1007.0,36.0,40.0,2.0,28.0,2.5,2021-08-19 11:00:00,Good,21.02022,105.81232
10.0,Hà Nội,PM2.5,4.0,25.0,83.0,8.0,2.0,1007.0,8.0,10.0,2.0,28.0,2.5,2021-08-19 11:00:00,Good,21.00577,105.74842
52.0,Hà Nội,PM10,21.0,25.0,83.0,30.0,2.0,1007.0,52.0,32.0,2.0,28.0,2.5,2021-08-19 11:00:00,Moderate,21.05121,105.78232
13.0,Hà Nội,PM2.5,4.0,25.0,83.0,18.0,2.0,1007.0,11.0,13.0,2.0,28.0,2.5,2021-08-19 11:00:00,Good,21.0072,105.83572
88.0,Cao Bằng,PM10,5.0,24.2,91.4,1.0,1.0,979.9,88.0,45.0,1.0,25.7,2.0,2021-08-19 13:00:00,Moderate,22.6782,106.245
78.0,Hồ Chí Minh,PM2.5,5.0,26.0,97.0,10.0,6.5,1010.5,42.0,78.0,5.0,26.5,0.7,2021-08-21 07:00:00,Moderate,10.782978,106.700711
72.0,Hà Nội,PM2.5,0.1,28.0,89.0,5.5,9.4,1008.0,49.0,72.0,4.6,30.0,3.0,2021-08-21 08:00:00,Moderate,21.0215063,105.8188748
17.0,Gia Lai,PM2.5,2.0,20.4,95.2,3.0,6.0,924.6,13.0,17.0,16.0,21.2,2.0,2021-08-21 08:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,7.0,23.0,72.0,10.0,6.5,1009.0,41.5,31.0,5.0,28.5,1.8,2021-08-21 08:00:00,Moderate,16.46226,107.596351
396.0,Lào Cai,CO,40.0,27.2,96.5,1.0,3.0,996.3,1.0,27.0,53.0,27.8,2.0,2021-08-21 08:00:00,Hazardous,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,27.0,92.7,7.0,4.0,995.5,19.0,31.0,5.0,28.3,1.0,2021-08-21 08:00:00,Moderate,20.9416,107.1158
15.0,Quảng Ninh,PM10,1.0,27.2,94.9,4.0,6.0,995.6,15.0,13.0,16.0,28.1,2.0,2021-08-21 01:00:00,Good,21.0357507,106.7641068
40.0,Bắc Ninh,PM10,1.0,28.0,89.0,7.0,6.0,1008.0,40.0,31.0,12.0,30.0,3.0,2021-08-21 08:00:00,Good,21.1232473,106.2883295
87.0,Bắc Ninh,PM2.5,7.0,28.0,94.0,5.0,9.0,1008.0,4.0,29.0,3.6,33.5,2.0,2021-08-20 14:00:00,Moderate,21.0272212,106.0342099
42.0,Hà Nội,PM2.5,1.0,28.0,89.0,10.0,2.0,1008.0,31.0,42.0,2.0,30.0,3.0,2021-08-21 07:00:00,Good,20.98832,105.854897
26.0,Hà Nội,PM2.5,4.0,28.0,94.0,19.0,2.0,1008.0,20.0,26.0,2.0,29.0,3.6,2021-08-21 06:00:00,Good,21.01994,105.77056
50.0,Hà Nội,PM2.5,2.0,28.0,94.0,10.0,2.0,1008.0,45.0,50.0,2.0,29.0,3.6,2021-08-21 07:00:00,Good,21.01525,105.80013
32.0,Đà Nẵng,PM2.5,1.0,22.0,58.0,11.0,10.0,1009.0,20.0,32.0,31.0,31.0,1.0,2021-08-21 08:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,21.5,65.0,1.0,17.0,1011.0,42.0,54.0,6.0,28.5,6.1,2021-08-20 13:00:00,Unhealthy for sensitive groups,12.284358,109.192524
58.0,Hà Nội,PM2.5,3.0,28.0,89.0,13.0,2.0,1008.0,58.0,58.0,2.0,30.0,3.0,2021-08-21 07:00:00,Moderate,21.02022,105.81232
40.0,Hà Nội,PM2.5,3.0,28.0,94.0,13.0,2.0,1008.0,27.0,40.0,2.0,29.0,3.6,2021-08-21 06:00:00,Good,21.00577,105.74842
62.0,Hà Nội,PM2.5,17.0,28.0,89.0,26.0,2.0,1008.0,50.0,62.0,2.0,30.0,3.0,2021-08-21 07:00:00,Moderate,21.05121,105.78232
35.0,Hà Nội,PM2.5,5.0,28.0,94.0,18.0,2.0,1008.0,25.0,35.0,2.0,29.0,3.6,2021-08-21 06:00:00,Good,21.0072,105.83572
103.0,Cao Bằng,PM10,5.0,25.6,63.1,1.0,1.0,977.1,103.0,64.0,1.0,33.6,3.0,2021-08-19 19:00:00,Unhealthy for sensitive groups,22.6782,106.245
70.0,Hồ Chí Minh,PM2.5,5.0,26.0,85.5,10.0,6.5,1009.0,42.0,70.0,5.0,28.5,1.0,2021-08-23 08:00:00,Moderate,10.782978,106.700711
63.0,Hà Nội,PM2.5,0.1,29.0,94.0,2.8,10.2,1003.0,49.0,63.0,4.6,30.0,5.1,2021-08-23 08:00:00,Moderate,21.0215063,105.8188748
10.0,Gia Lai,PM10,3.0,20.0,94.0,5.0,8.0,922.3,10.0,8.0,16.0,21.0,2.0,2021-08-23 08:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,6.0,23.0,59.0,10.0,6.5,1007.0,41.5,31.0,5.0,32.0,1.5,2021-08-23 08:00:00,Moderate,16.46226,107.596351
1.0,Lào Cai,PM10,39.0,26.8,97.1,3.0,2.0,992.0,1.0,2.0,3.2,27.3,1.0,2021-08-23 08:00:00,Good,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,27.6,91.1,8.0,8.0,991.2,19.0,31.0,5.0,29.2,2.0,2021-08-23 08:00:00,Moderate,20.9416,107.1158
15.0,Quảng Ninh,PM2.5,1.0,27.6,91.1,4.0,9.0,991.2,14.0,15.0,18.0,29.2,2.0,2021-08-23 07:00:00,Good,21.0357507,106.7641068
53.0,Bắc Ninh,PM10,1.0,29.0,94.0,8.0,14.0,1003.0,53.0,48.0,12.0,30.0,5.1,2021-08-23 08:00:00,Moderate,21.1232473,106.2883295
153.0,Bắc Ninh,PM2.5,7.0,29.0,94.0,3.0,9.0,1003.0,51.0,60.0,5.0,30.0,5.1,2021-08-23 08:00:00,Unhealthy,21.0272212,106.0342099
21.0,Hà Nội,PM2.5,1.0,29.0,94.0,9.0,2.0,1003.0,14.0,21.0,2.0,30.0,4.6,2021-08-23 07:00:00,Good,20.98832,105.854897
22.0,Hà Nội,PM2.5,3.0,29.0,94.0,14.0,2.0,1003.0,19.0,22.0,2.0,30.0,5.1,2021-08-23 07:00:00,Good,21.01994,105.77056
50.0,Hà Nội,PM2.5,3.0,29.0,94.0,10.0,2.0,1003.0,44.0,50.0,2.0,30.0,4.6,2021-08-23 07:00:00,Good,21.01525,105.80013
29.0,Đà Nẵng,PM2.5,1.0,23.0,59.0,11.0,10.0,1006.0,20.0,29.0,31.0,32.0,1.0,2021-08-23 08:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,21.5,63.5,1.0,17.0,1008.0,42.0,54.0,6.0,29.0,2.0,2021-08-23 07:00:00,Unhealthy for sensitive groups,12.284358,109.192524
52.0,Hà Nội,PM10,3.0,29.0,94.0,7.0,2.0,1003.0,52.0,45.0,2.0,30.0,4.6,2021-08-23 07:00:00,Moderate,21.02022,105.81232
38.0,Hà Nội,PM2.5,3.0,29.0,94.0,10.0,2.0,1003.0,27.0,38.0,2.0,30.0,5.1,2021-08-23 07:00:00,Good,21.00577,105.74842
59.0,Hà Nội,PM2.5,7.0,29.0,94.0,18.0,2.0,1003.0,58.0,59.0,2.0,30.0,5.1,2021-08-23 07:00:00,Moderate,21.05121,105.78232
33.0,Hà Nội,PM2.5,5.0,29.0,94.0,18.0,2.0,1003.0,25.0,33.0,2.0,30.0,4.6,2021-08-23 07:00:00,Good,21.0072,105.83572
65.0,Hồ Chí Minh,PM2.5,5.0,25.5,85.5,10.0,6.5,1009.0,42.0,65.0,5.0,28.0,2.0,2021-08-26 08:00:00,Moderate,10.782978,106.700711
42.0,Hà Nội,PM2.5,0.1,26.0,100.0,6.4,8.6,1009.0,49.0,42.0,5.1,26.0,2.0,2021-08-26 08:00:00,Good,21.0215063,105.8188748
10.0,Gia Lai,PM2.5,2.0,20.6,94.0,3.0,7.0,922.6,8.0,10.0,16.0,21.6,2.0,2021-08-26 08:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,7.0,23.0,72.0,10.0,6.5,1008.0,41.5,31.0,5.0,28.5,1.0,2021-08-26 08:00:00,Moderate,16.46226,107.596351
1.0,Lào Cai,PM10,53.0,25.6,98.2,1.0,2.0,996.7,1.0,23.0,1.6,25.9,1.0,2021-08-26 09:00:00,Good,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,24.6,100.0,12.0,3.0,995.5,19.0,31.0,5.0,24.6,7.0,2021-08-26 08:00:00,Moderate,20.9416,107.1158
8.0,Quảng Ninh,PM10,1.0,24.6,100.0,8.0,7.0,995.5,8.0,7.0,19.0,24.6,7.0,2021-08-26 07:00:00,Good,21.0357507,106.7641068
19.0,Bắc Ninh,PM2.5,1.0,26.0,100.0,9.0,4.0,1009.0,18.0,19.0,12.0,26.0,2.0,2021-08-26 08:00:00,Good,21.1232473,106.2883295
153.0,Bắc Ninh,PM2.5,7.0,26.0,100.0,5.0,9.0,1009.0,51.0,60.0,4.0,26.0,2.0,2021-08-26 08:00:00,Unhealthy,21.0272212,106.0342099
19.0,Hà Nội,PM2.5,2.0,27.0,84.0,14.0,2.0,1007.0,14.0,19.0,2.0,30.0,3.0,2021-08-25 20:00:00,Good,20.98832,105.854897
16.0,Hà Nội,PM2.5,3.0,27.0,84.0,20.0,2.0,1007.0,13.0,16.0,2.0,30.0,3.0,2021-08-25 20:00:00,Good,21.01994,105.77056
35.0,Hà Nội,PM2.5,1.0,27.5,100.0,7.0,2.0,1008.0,29.0,35.0,2.0,27.5,2.0,2021-08-26 01:00:00,Good,21.01525,105.80013
25.0,Đà Nẵng,PM2.5,1.0,23.0,66.0,11.0,14.0,1008.0,16.0,25.0,35.0,30.0,1.5,2021-08-26 08:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,21.5,61.5,1.0,17.0,1009.5,42.0,54.0,6.0,29.5,1.8,2021-08-26 08:00:00,Unhealthy for sensitive groups,12.284358,109.192524
41.0,Hà Nội,PM10,3.0,27.0,84.0,8.0,2.0,1007.0,41.0,40.0,2.0,30.0,3.0,2021-08-25 20:00:00,Good,21.02022,105.81232
22.0,Hà Nội,PM2.5,3.0,27.0,86.0,9.0,2.0,1007.0,17.0,22.0,2.0,29.5,3.0,2021-08-25 20:00:00,Good,21.00577,105.74842
43.0,Hà Nội,PM2.5,16.0,27.0,86.0,28.0,2.0,1007.0,36.0,43.0,2.0,29.5,3.0,2021-08-25 20:00:00,Good,21.05121,105.78232
24.0,Hà Nội,PM2.5,3.0,27.0,84.0,18.0,2.0,1007.0,17.0,24.0,2.0,30.0,3.0,2021-08-25 20:00:00,Good,21.0072,105.83572
50.0,Hồ Chí Minh,PM2.5,5.0,26.0,94.0,10.0,6.5,1009.0,42.0,50.0,5.0,27.0,0.5,2021-08-27 07:00:00,Good,10.782978,106.700711
63.0,Hà Nội,PM2.5,0.1,27.0,100.0,10.1,6.1,1009.0,49.0,63.0,5.6,27.0,1.5,2021-08-27 07:00:00,Moderate,21.0215063,105.8188748
14.0,Gia Lai,PM2.5,2.0,20.1,97.6,3.0,4.0,922.3,13.0,14.0,16.0,20.5,1.0,2021-08-27 07:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,5.0,24.0,83.0,10.0,6.5,1008.0,41.5,31.0,5.0,27.0,1.0,2021-08-27 08:00:00,Moderate,16.46226,107.596351
1.0,Lào Cai,PM10,43.0,25.5,96.5,1.0,2.0,997.6,1.0,23.0,1.7,26.1,2.0,2021-08-26 23:00:00,Good,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,25.3,95.4,10.0,3.0,995.8,19.0,31.0,5.0,26.1,1.0,2021-08-27 07:00:00,Moderate,20.9416,107.1158
16.0,Quảng Ninh,PM10,1.0,25.3,95.4,8.0,4.0,995.8,16.0,13.0,19.0,26.1,1.0,2021-08-27 06:00:00,Good,21.0357507,106.7641068
38.0,Bắc Ninh,PM2.5,1.0,27.0,100.0,7.0,2.0,1009.0,32.0,38.0,11.0,27.0,1.5,2021-08-27 07:00:00,Good,21.1232473,106.2883295
153.0,Bắc Ninh,PM2.5,7.0,27.0,100.0,5.0,9.0,1010.5,51.0,60.0,4.0,27.0,1.5,2021-08-27 08:00:00,Unhealthy,21.0272212,106.0342099
32.0,Đà Nẵng,PM2.5,1.0,25.0,88.0,11.0,7.0,1008.0,18.0,32.0,36.0,27.0,2.0,2021-08-27 07:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,22.0,83.0,1.0,17.0,1008.0,42.0,54.0,6.0,25.0,1.0,2021-08-27 07:00:00,Unhealthy for sensitive groups,12.284358,109.192524
57.0,Hồ Chí Minh,PM2.5,5.0,25.0,94.0,10.0,6.5,1008.0,42.0,57.0,5.0,26.0,0.5,2021-08-28 07:00:00,Moderate,10.782978,106.700711
46.0,Hà Nội,PM2.5,0.1,25.0,88.0,8.3,5.3,1011.0,49.0,46.0,5.1,27.0,1.5,2021-08-28 08:00:00,Good,21.0215063,105.8188748
9.0,Gia Lai,PM2.5,1.0,20.4,97.6,2.0,5.0,923.0,8.0,9.0,16.0,20.8,1.0,2021-08-28 08:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,6.0,22.5,71.5,10.0,6.5,1010.0,41.5,31.0,5.0,28.0,1.5,2021-08-28 08:00:00,Moderate,16.46226,107.596351
1.0,Lào Cai,PM10,38.0,25.5,94.8,1.0,3.0,999.0,1.0,18.0,1.7,26.4,1.0,2021-08-28 08:00:00,Good,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,24.3,98.8,10.0,3.0,997.3,19.0,31.0,5.0,24.5,2.0,2021-08-28 08:00:00,Moderate,20.9416,107.1158
13.0,Quảng Ninh,PM10,1.0,24.3,98.8,9.0,4.0,997.3,13.0,11.0,21.0,24.5,2.0,2021-08-28 07:00:00,Good,21.0357507,106.7641068
21.0,Bắc Ninh,PM2.5,1.0,25.0,100.0,4.0,4.0,1010.0,17.0,21.0,11.0,25.0,1.5,2021-08-28 08:00:00,Good,21.1232473,106.2883295
153.0,Bắc Ninh,PM2.5,7.0,25.0,88.0,7.0,9.0,1011.0,51.0,60.0,4.0,27.0,1.5,2021-08-28 08:00:00,Unhealthy,21.0272212,106.0342099
18.0,Đà Nẵng,PM2.5,1.0,23.0,62.0,11.0,9.0,1010.0,11.0,18.0,35.0,31.0,0.5,2021-08-28 08:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,23.0,80.5,1.0,17.0,1009.0,42.0,54.0,6.0,26.5,2.0,2021-08-28 07:00:00,Unhealthy for sensitive groups,12.284358,109.192524
68.0,Hồ Chí Minh,PM2.5,5.0,25.5,97.0,10.0,6.5,1010.0,42.0,68.0,5.0,26.0,0.7,2021-08-31 07:00:00,Moderate,10.782978,106.700711
124.0,Hà Nội,PM2.5,0.1,27.0,97.0,9.2,9.0,1011.0,49.0,124.0,5.1,27.5,2.0,2021-08-31 07:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
26.0,Gia Lai,PM2.5,2.0,20.2,97.6,4.0,2.0,923.6,18.0,26.0,16.0,20.6,1.0,2021-08-31 07:00:00,Good,13.998599,107.996482
109.0,Thừa Thiên Huế,CO,10.0,25.0,94.0,10.0,6.5,1011.0,41.5,31.0,5.0,26.0,2.0,2021-08-31 08:00:00,Unhealthy for sensitive groups,16.46226,107.596351
446.0,Lào Cai,CO,45.0,26.2,98.2,3.0,3.0,999.7,1.0,2.0,1.9,26.5,1.0,2021-08-31 08:00:00,Hazardous,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,25.4,97.7,10.0,15.0,996.7,19.0,31.0,5.0,25.8,3.0,2021-08-31 07:00:00,Moderate,20.9416,107.1158
25.0,Quảng Ninh,PM10,2.0,24.9,95.4,11.0,1.0,998.1,25.0,21.0,24.0,25.7,2.0,2021-08-31 06:00:00,Good,21.0357507,106.7641068
79.0,Bắc Ninh,PM2.5,2.0,26.5,100.0,8.0,2.0,1010.5,53.0,79.0,12.0,26.5,2.3,2021-08-31 07:00:00,Moderate,21.1232473,106.2883295
153.0,Bắc Ninh,PM2.5,7.0,27.0,100.0,11.0,9.0,1011.0,51.0,60.0,4.0,27.0,2.0,2021-08-31 07:00:00,Unhealthy,21.0272212,106.0342099
30.0,Hà Nội,PM2.5,1.0,27.0,94.0,10.0,2.0,1010.0,20.0,30.0,2.0,28.0,3.0,2021-08-30 20:00:00,Good,20.98832,105.854897
24.0,Hà Nội,PM2.5,4.0,27.0,94.0,19.0,2.0,1010.0,18.0,24.0,2.0,28.0,3.0,2021-08-30 20:00:00,Good,21.01994,105.77056
32.0,Hà Nội,PM2.5,2.0,27.0,97.0,12.0,2.0,1011.0,29.0,32.0,2.0,27.5,2.0,2021-08-31 07:00:00,Good,21.01525,105.80013
29.0,Đà Nẵng,PM2.5,1.0,25.0,94.0,11.0,5.0,1010.0,20.0,29.0,34.0,26.0,1.0,2021-08-31 07:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,23.0,72.0,1.0,1.0,1010.5,42.0,54.0,6.0,28.5,1.8,2021-08-31 07:00:00,Unhealthy for sensitive groups,12.284358,109.192524
53.0,Hà Nội,PM10,4.0,27.0,94.0,9.0,2.0,1010.0,53.0,40.0,2.0,28.0,3.0,2021-08-30 20:00:00,Moderate,21.02022,105.81232
34.0,Hà Nội,PM2.5,3.0,27.0,94.0,7.0,2.0,1010.0,21.0,34.0,2.0,28.0,3.0,2021-08-30 20:00:00,Good,21.00577,105.74842
60.0,Hà Nội,PM10,15.0,27.0,94.0,24.0,2.0,1010.0,60.0,53.0,2.0,28.0,3.0,2021-08-30 20:00:00,Moderate,21.05121,105.78232
35.0,Hà Nội,PM2.5,5.0,27.0,94.0,18.0,2.0,1010.0,23.0,35.0,2.0,28.0,3.0,2021-08-30 20:00:00,Good,21.0072,105.83572
25.0,Hồ Chí Minh,PM2.5,5.0,25.0,83.0,10.0,6.5,1009.0,42.0,25.0,5.0,28.0,0.7,2021-09-01 07:00:00,Good,10.782978,106.700711
127.0,Hà Nội,PM2.5,0.1,26.0,94.0,6.9,10.2,1009.5,49.0,127.0,5.1,27.0,1.8,2021-09-01 07:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
18.0,Gia Lai,PM2.5,2.0,20.5,97.0,4.0,2.0,923.6,16.0,18.0,17.0,21.0,1.0,2021-09-01 07:00:00,Good,13.998599,107.996482
91.0,Thừa Thiên Huế,PM2.5,8.0,24.5,97.0,10.0,6.5,1010.0,41.5,31.0,5.0,25.0,1.0,2021-09-01 07:00:00,Moderate,16.46226,107.596351
2.0,Lào Cai,PM2.5,41.0,25.7,91.5,2.0,2.0,997.1,1.0,2.0,1.9,27.2,2.0,2021-09-01 07:00:00,Good,22.3221386,104.1214227
91.0,Hạ Long,PM2.5,5.0,24.4,93.1,14.0,7.0,996.1,19.0,31.0,5.0,25.6,1.0,2021-09-01 07:00:00,Moderate,20.9416,107.1158
18.0,Quảng Ninh,PM10,1.0,24.4,93.1,9.0,3.0,996.1,18.0,15.0,23.0,25.6,1.0,2021-09-01 06:00:00,Good,21.0357507,106.7641068
80.0,Bắc Ninh,PM2.5,2.0,26.0,94.0,5.0,1.0,1009.5,52.0,80.0,12.0,27.0,1.8,2021-09-01 07:00:00,Moderate,21.1232473,106.2883295
153.0,Bắc Ninh,PM2.5,7.0,26.0,94.0,8.0,9.0,1009.5,51.0,60.0,4.0,27.0,1.8,2021-09-01 07:00:00,Unhealthy,21.0272212,106.0342099
59.0,Hà Nội,PM2.5,1.0,26.0,94.0,13.0,2.0,1010.0,47.0,59.0,2.0,27.0,2.5,2021-09-01 06:00:00,Moderate,20.98832,105.854897
33.0,Hà Nội,PM2.5,4.0,26.0,94.0,22.0,2.0,1010.0,26.0,33.0,2.0,27.0,2.5,2021-09-01 06:00:00,Good,21.01994,105.77056
37.0,Hà Nội,PM10,2.0,26.0,94.0,10.0,2.0,1009.5,37.0,35.0,2.0,27.0,1.8,2021-09-01 06:00:00,Good,21.01525,105.80013
35.0,Đà Nẵng,PM2.5,1.0,24.0,74.0,10.0,4.0,1009.0,24.0,35.0,35.0,29.0,0.7,2021-09-01 07:00:00,Good,16.074,108.217
147.0,Nha Trang,PM2.5,1.0,23.0,85.5,1.0,1.0,1010.0,42.0,54.0,6.0,25.5,0.2,2021-09-01 06:00:00,Unhealthy for sensitive groups,12.284358,109.192524
83.0,Hà Nội,PM2.5,6.0,26.0,94.0,13.0,2.0,1010.0,63.0,83.0,2.0,27.0,2.5,2021-09-01 06:00:00,Moderate,21.02022,105.81232
49.0,Hà Nội,PM2.5,3.0,26.0,94.0,15.0,2.0,1010.0,33.0,49.0,2.0,27.0,2.5,2021-09-01 06:00:00,Good,21.00577,105.74842
92.0,Hà Nội,PM2.5,24.0,26.0,94.0,21.0,2.0,1010.0,67.0,92.0,2.0,27.0,2.5,2021-09-01 06:00:00,Moderate,21.05121,105.78232
